hotel_name,review_text,vader_compound,vader_label,sentiwordnet,afinn_score
Menteşede Oteller | Karya Apart Otel,room clean place nice employee satisfaction forefront stay night friendly staff close everywhere want muğla center good location thank much wish good luck,0.9747,positive,"{'positivity': 2.125, 'negativity': 0.75, 'objectivity': 19.125}",21.0
Hotel Yalçın,stay overnight quiet peaceful friendly hotel offer comfort hotel attention employee thank help thank help show best care make comfortable location city possible reach foot breakfast sufficient breakfast satisfy cleanliness room perfect air condition refrigerator available room balcony room large face front side enjoy beautiful view car parking lot available possible find place side street hotel satisfy wish see,0.9934,positive,"{'positivity': 6.875, 'negativity': 2.0, 'objectivity': 50.125}",31.0
Hotel Yalçın,think city hotel think serf guest company think star hotel think hotel leave slowly decay due neglect table broken room stay coat remove stayed hotel similar different deterioration,-0.8402,negative,"{'positivity': 1.625, 'negativity': 1.375, 'objectivity': 25.0}",-4.0
Hotel Yalçın,attendant check night find room clean uninterested air condition help correct tell attendant cool outside room could sleep hot night expensive hotel set stayed think stay,0.7717,positive,"{'positivity': 2.25, 'negativity': 1.0, 'objectivity': 21.75}",5.0
Hotel Yalçın,hotel prefer muğla stayed family day interest kind level gentleman reception desk lady look room beverage service hotel owner help gentleman gentleman reception desk lady look room beverage service hotel owner help gentleman hotel center bazaar reach place visit muğla foot reach place visited foot park space side street front hotel park space front hotel breakfast service satisfy breakfast service instantly reinforce finish product constantly reinforce finish product constantly reinforce product constantly offer tea hot water coffee room clean hot water hot water air condition room short reliable establishment value people try job well thank,0.9709,positive,"{'positivity': 6.0, 'negativity': 1.625, 'objectivity': 85.375}",15.0
Hotel Yalçın,city center muğla room immaculate employee price affordable recommend everyone hospitality thank hayati greet,0.743,positive,"{'positivity': 0.75, 'negativity': 0.125, 'objectivity': 10.125}",7.0
Hotel Yalçın,nice breakfast high quality ambient,0.4215,positive,"{'positivity': 0.875, 'negativity': 0.0, 'objectivity': 4.125}",5.0
Hotel Yalçın,great stay friendly nice staff,0.8779,positive,"{'positivity': 0.125, 'negativity': 0.0, 'objectivity': 4.875}",8.0
Hotel Yalçın,perfect,0.5719,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",3.0
Hotel Yalçın,super,0.5994,positive,"{'positivity': 0.0, 'negativity': 0.0, 'objectivity': 1.0}",3.0
Hotel Yalçın,stayed night day offer comfort quiet peaceful friendly hotel first would like thank staff interest help best make comfortable location good possible reach every part city walk breakfast sufficient satisfy cleanliness room sink perfect room air condition refrigerator balcony room large face front enjoy beautiful view car park place always possible find place side street hotel leave satisfied hope see,0.9933,positive,"{'positivity': 6.0, 'negativity': 2.125, 'objectivity': 50.875}",33.0
Lacivert Otel Akyaka,location akyaka center sleep center hotel hotel sleep hire sleep meet need near entertainment venue sound music finish room clean narrow look central place sleep stay car park meter away hotel street narrow,0.6705,positive,"{'positivity': 0.125, 'negativity': 0.25, 'objectivity': 31.625}",2.0
Lacivert Otel Akyaka,boutique pension bazaar akyaka boutique pension fact detach build small garden sit small garden owner place sweet helpful aunt run granddaughter polite room really clean room really clean breakfast really clean not eat breakfast bazaar not eat breakfast bazaar room price per night high not regret recommend return ankara sunday morning aunt insistently ask eat tea bagel cheese breakfast thank sincerity really nice,0.9617,positive,"{'positivity': 4.0, 'negativity': 2.875, 'objectivity': 54.125}",19.0
Lacivert Otel Akyaka,akyaka center bazaar center sea meter away cute place navigation may able front street seem closed traffic front vehicle room clean wifi garden place feel safe spent pleasant moment garden sister caner beye recently miss see sincerity smile face thank,0.936,positive,"{'positivity': 2.75, 'negativity': 0.125, 'objectivity': 34.125}",12.0
Lacivert Otel Akyaka,lacivert hotel caner abi zülay aunt make feel like family warmth immaculate calm hotel locate center reach place short time reach place stay summer akyaka certain,0.8442,positive,"{'positivity': 2.25, 'negativity': 0.625, 'objectivity': 18.125}",9.0
Lacivert Otel Akyaka,room small normal chose leave morning back night enough business owner friendly location comfortable center reach place want foot,0.7717,positive,"{'positivity': 0.375, 'negativity': 1.0, 'objectivity': 17.625}",5.0
Lacivert Otel Akyaka,great experience stay akyaka location great center walk everywhere cafe restaurant pub close hotel lot option find seaside walk highly recommend go wood platform forest host caner amaze person great hospitality kind host ever see room cute enough couple day holiday really great garden read book drink coffee tea mandarin tree,0.9859,positive,"{'positivity': 3.25, 'negativity': 0.75, 'objectivity': 45.0}",20.0
Lacivert Otel Akyaka,friend stumble upon simple frill gem late night bus ride akyaka hotel reservation akyaka mesmerize comfortable lacivert otel keep extend stay owner lovely flexible great place end trip,0.9517,positive,"{'positivity': 1.375, 'negativity': 1.0, 'objectivity': 20.625}",13.0
Lacivert Otel Akyaka,location center akyaka hotel sleep already book sleep meet need entertainment venue nearby noisy stop playing music around room clean narrow sleep look central place stay car park meter away street hotel narrow,0.5267,positive,"{'positivity': 0.625, 'negativity': 0.5, 'objectivity': 30.875}",0.0
Lacivert Otel Akyaka,actually boutique hostel right bazaar akyaka detach build small garden seating owner place sweet helpful aunt run grandson polite room really clean stay breakfast since inside market can not buy breakfast nightly room price high not regret recommend return ankara sunday morning breakfast aunt insist eat tea bagel cheese thank sincerity really nice,0.9275,positive,"{'positivity': 3.5, 'negativity': 2.5, 'objectivity': 45.0}",15.0
Lacivert Otel Akyaka,akyaka center cute place market meter away sea navigation may able get right front street appear closed traffic front car room clean wifi enjoyable moment garden felt safe many thank sister caner sincerity smile face miss see lately,0.9313,positive,"{'positivity': 2.375, 'negativity': 0.25, 'objectivity': 33.375}",11.0
İzethan Hotel,due tour provide overnight accommodation locate central location know place eat outside drink coffee hotel food standard menu room clean room clean would need hot water air condition good refrigerator work monster small balcony work summary satisfy,0.8834,positive,"{'positivity': 2.625, 'negativity': 0.125, 'objectivity': 33.25}",7.0
İzethan Hotel,relevance photo room extremely dust balcony butt dust door close chain lock door close properly employee behave usurped place sleep stay cheap place price definitely relevance photo insect salad breakfast,0.4019,positive,"{'positivity': 1.125, 'negativity': 0.75, 'objectivity': 28.125}",0.0
İzethan Hotel,stayed hotel tour night previous hotel stay bad frankly speak plus feature hotel outweigh location hotel location central market cafe stay first floor balcony clean sit balcony night bed linen towel relatively clean hot water food good enough hungry delicious food expect fruit dessert even stay refrigerator work cold water,0.8176,positive,"{'positivity': 1.875, 'negativity': 1.375, 'objectivity': 46.75}",7.0
İzethan Hotel,room clean bed comfortable spare pillow quilt food good breakfast good team friendly go tour scar comment nice everything nice thank team,0.9686,positive,"{'positivity': 1.125, 'negativity': 0.75, 'objectivity': 19.125}",18.0
İzethan Hotel,yesterday call friend come town stay tell room go hotel receptionist night say room air condition work attitude come nose air expression sentence swear like attitude keep want keep would like see patient tolerant employee showcase hotel,0.8658,positive,"{'positivity': 1.25, 'negativity': 0.25, 'objectivity': 34.5}",4.0
İzethan Hotel,hotel comfortable quiet far center town star hotel pay single walk rate excellent quality,0.765,positive,"{'positivity': 1.375, 'negativity': 0.75, 'objectivity': 11.875}",6.0
